127.0.0.1 - - [07/Sep/2023:09:35:59 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:00:07 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:00:14 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:00:15 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:00:15 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:00:15 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:00:15 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:00:15 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:00:16 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:00:16 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:00:16 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:00:16 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:00:16 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:00:16 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:00:17 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:00:17 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:00:18 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:00:19 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:00:26 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12159
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:00:28 +0900] "GET /Student/Shopping?command=boInsert HTTP/1.1" 200 7225
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:00:31 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5207
127.0.0.1 - - [07/Sep/2023:17:02:27 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:02:28 +0900] "GET /Student/start.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:02:28 +0900] "GET /Student/Shopping?command=home HTTP/1.1" 200 4653
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:02:39 +0900] "GET /Student/Shopping?command=meInsert HTTP/1.1" 200 9067
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:02:40 +0900] "GET /Student/Shopping?command=meLogin HTTP/1.1" 200 4590
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:02:42 +0900] "POST /Student/Shopping HTTP/1.1" 200 5125
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:02:44 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5062
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:02:45 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5062
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:05:29 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 5062
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:07:01 +0900] "POST /Student/Shopping HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:07:05 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 11781
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:07:08 +0900] "GET /Student/Shopping?command=boInsert HTTP/1.1" 200 6843
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:07:15 +0900] "GET /Student/css/images/ui-icons_444444_256x240.png HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:07:16 +0900] "POST /Student/Shopping HTTP/1.1" 200 11786
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:07:20 +0900] "POST /Student/Shopping HTTP/1.1" 200 11791
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:07:25 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 4829
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:07:27 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 4829
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:07:28 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 4829
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:07:30 +0900] "GET /Student/Shopping?command=meDetail&id=qwer1 HTTP/1.1" 200 4377
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:07:31 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 4829
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:07:32 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 4829
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:07:35 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 11791
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:07:40 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 11791
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:08:23 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 4829
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:08:25 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 4829
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:08:28 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 4829
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:08:31 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 4829
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:08:33 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 4829
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:08:52 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 4829
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:10:43 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 4590
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:10:55 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 11552
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:13:16 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:14:40 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:16:05 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 11309
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:16:12 +0900] "GET /Student/Shopping?command=meLogin HTTP/1.1" 200 4590
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:16:13 +0900] "POST /Student/Shopping HTTP/1.1" 200 5125
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:16:16 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 11790
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:16:29 +0900] "GET /Student/js/bootstrap.bundle.min.js.map HTTP/1.1" 404 853
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:16:29 +0900] "GET /Student/css/bootstrap.min.css.map HTTP/1.1" 404 848
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:16:53 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12691
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:16:55 +0900] "GET /Student/Shopping?command=boDetail&no=295 HTTP/1.1" 200 4504
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:17:48 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 14952
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:17:48 +0900] "GET /Student/upload/grandeur1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:17:48 +0900] "GET /Student/upload/brioche_011.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:17:48 +0900] "GET /Student/upload/sonata1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:17:48 +0900] "GET /Student/upload/brioche_01.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:17:48 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:17:48 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:21:56 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 14952
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:21:56 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:21:56 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:21:58 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:26:02 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12371
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:26:06 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12371
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:28:54 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 13791
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:28:57 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 4590
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:29:04 +0900] "POST /Student/Shopping HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:29:05 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 12890
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:29:32 +0900] "GET /Student/Shopping?command=boDetail&no=295 HTTP/1.1" 200 4271
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:30:20 +0900] "GET /Student/Shopping?command=boDetail&no=295 HTTP/1.1" 200 4516
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:30:27 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 12204
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:30:27 +0900] "GET /Student/upload/grandeur1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:30:27 +0900] "GET /Student/upload/brioche_011.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:30:27 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:30:27 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:30:27 +0900] "GET /Student/upload/sonata1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:30:27 +0900] "GET /Student/upload/brioche_01.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:30:31 +0900] "GET /Student/prDetail02.jsp?pnum=180 HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:30:37 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 4590
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:30:38 +0900] "POST /Student/Shopping HTTP/1.1" 200 5125
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:30:41 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 14952
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:30:41 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:30:41 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:30:41 +0900] "GET /Student/Shopping?command=prUpdate&pnum=180 HTTP/1.1" 200 11885
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:30:42 +0900] "GET /Student/css/images/ui-icons_444444_256x240.png HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:32:40 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 14531
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:32:41 +0900] "GET /Student/Shopping?command=boDetail&no=295 HTTP/1.1" 200 4749
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:33:41 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 4590
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:33:47 +0900] "POST /Student/Shopping HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:33:48 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 13630
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:33:50 +0900] "GET /Student/Shopping?command=boDetail&no=295 HTTP/1.1" 200 4516
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:40:38 +0900] "GET /Student/Shopping?command=boDetail&no=295 HTTP/1.1" 200 4516
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:40:39 +0900] "GET /Student/Shopping?command=boDetail&no=295 HTTP/1.1" 200 4516
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:40:39 +0900] "GET /Student/Shopping?command=boDetail&no=295 HTTP/1.1" 200 4516
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:40:39 +0900] "GET /Student/Shopping?command=boDetail&no=295 HTTP/1.1" 200 4516
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:40:40 +0900] "GET /Student/Shopping?command=boDetail&no=295 HTTP/1.1" 200 4516
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:40:40 +0900] "GET /Student/Shopping?command=boDetail&no=295 HTTP/1.1" 200 4516
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:40:41 +0900] "GET /Student/Shopping?command=boDetail&no=295 HTTP/1.1" 200 4516
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:40:41 +0900] "GET /Student/Shopping?command=boDetail&no=295 HTTP/1.1" 200 4516
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:40:42 +0900] "GET /Student/Shopping?command=boDetail&no=295 HTTP/1.1" 200 4516
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:40:42 +0900] "GET /Student/Shopping?command=boDetail&no=295 HTTP/1.1" 200 4516
127.0.0.1 - - [07/Sep/2023:17:41:07 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:41:08 +0900] "GET /Student/product/prUpdateForm.jsp HTTP/1.1" 200 11082
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:42:32 +0900] "GET /Student/board/boInsertForm.jsp HTTP/1.1" 200 6589
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:42:34 +0900] "GET /Student/css/images/ui-icons_444444_256x240.png HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:43:32 +0900] "GET /Student/Shopping?command=boDetail&no=295 HTTP/1.1" 200 4277
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:43:34 +0900] "GET /Student/start.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:43:34 +0900] "GET /Student/Shopping?command=home HTTP/1.1" 200 4653
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:43:35 +0900] "GET /Student/Shopping?command=meLogin HTTP/1.1" 200 4590
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:43:40 +0900] "POST /Student/Shopping HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:43:42 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 13630
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:43:43 +0900] "GET /Student/Shopping?command=boDetail&no=295 HTTP/1.1" 200 4516
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:43:56 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 4590
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:43:57 +0900] "POST /Student/Shopping HTTP/1.1" 200 5125
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:43:59 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 14952
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:43:59 +0900] "GET /Student/upload/grandeur1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:43:59 +0900] "GET /Student/upload/brioche_011.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:43:59 +0900] "GET /Student/upload/sonata1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:43:59 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:43:59 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:43:59 +0900] "GET /Student/upload/brioche_01.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:44:01 +0900] "GET /Student/Shopping?command=prUpdate&pnum=180 HTTP/1.1" 200 11885
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:44:19 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 14952
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:44:19 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:44:19 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:44:20 +0900] "GET /Student/Shopping?command=prUpdate&pnum=180 HTTP/1.1" 200 11885
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:44:30 +0900] "GET /Student/start.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:44:30 +0900] "GET /Student/Shopping?command=home HTTP/1.1" 200 5125
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:44:31 +0900] "GET /Student/Shopping?command=home HTTP/1.1" 200 5125
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:44:31 +0900] "GET /Student/Shopping?command=home HTTP/1.1" 200 5125
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:44:31 +0900] "GET /Student/Shopping?command=home HTTP/1.1" 200 5125
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:44:33 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 14531
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:44:34 +0900] "GET /Student/Shopping?command=boUpdate&no=295 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:46:43 +0900] "GET /Student/Shopping?command=boUpdate&no=295 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:46:44 +0900] "GET /Student/Shopping?command=boUpdate&no=295 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:46:44 +0900] "GET /Student/Shopping?command=boUpdate&no=295 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:46:44 +0900] "GET /Student/Shopping?command=boUpdate&no=295 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:46:44 +0900] "GET /Student/Shopping?command=boUpdate&no=295 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:46:45 +0900] "GET /Student/Shopping?command=boUpdate&no=295 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:46:45 +0900] "GET /Student/Shopping?command=boUpdate&no=295 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:17:53:28 +0900] "GET /Student/Shopping?command=boUpdate&no=295 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:04:20 +0900] "GET /Student/Shopping?command=boInsert HTTP/1.1" 200 6589
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:04:26 +0900] "GET /Student/Shopping?command=prList HTTP/1.1" 200 11965
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:04:26 +0900] "GET /Student/upload/grandeur1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:04:26 +0900] "GET /Student/upload/brioche_011.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:04:26 +0900] "GET /Student/upload/brioche_01.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:04:26 +0900] "GET /Student/upload/la1.jpg HTTP/1.1" 404 837
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:04:26 +0900] "GET /Student/upload/sonata1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:04:26 +0900] "GET /Student/upload/la.jpg HTTP/1.1" 404 836
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:04:27 +0900] "GET /Student/Shopping?command=meLogin HTTP/1.1" 200 4590
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:04:28 +0900] "POST /Student/Shopping HTTP/1.1" 200 5125
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:04:31 +0900] "GET /Student/Shopping?command=prInsert HTTP/1.1" 200 10926
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:04:37 +0900] "GET /Student/Shopping?command=boInsert HTTP/1.1" 200 7080
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:04:41 +0900] "GET /Student/css/images/ui-icons_444444_256x240.png HTTP/1.1" 404 865
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:04:43 +0900] "POST /Student/Shopping HTTP/1.1" 200 7080
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:05:06 +0900] "POST /Student/Shopping HTTP/1.1" 200 7080
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:05:12 +0900] "POST /Student/Shopping HTTP/1.1" 200 7080
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:05:34 +0900] "POST /Student/Shopping HTTP/1.1" 200 6589
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:05:40 +0900] "GET /Student/Shopping?command=meLogin HTTP/1.1" 200 4590
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:05:42 +0900] "POST /Student/Shopping HTTP/1.1" 200 5125
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:05:47 +0900] "GET /Student/Shopping?command=boInsert HTTP/1.1" 200 7080
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:05:58 +0900] "POST /Student/Shopping HTTP/1.1" 200 7080
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:10:36 +0900] "POST /Student/Shopping HTTP/1.1" 200 6589
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:11:20 +0900] "POST /Student/Shopping HTTP/1.1" 200 6589
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:14:47 +0900] "GET /Student/start.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:14:47 +0900] "GET /Student/Shopping?command=home HTTP/1.1" 200 4653
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:14:50 +0900] "GET /Student/Shopping?command=meLogin HTTP/1.1" 200 4590
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:14:51 +0900] "POST /Student/Shopping HTTP/1.1" 200 5125
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:14:54 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 17208
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:15:05 +0900] "GET /Student/Shopping?command=boUpdate&no=295 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:15:15 +0900] "GET /Student/Shopping?command=meLogout HTTP/1.1" 200 4590
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:15:21 +0900] "POST /Student/Shopping HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:15:22 +0900] "GET /Student/Shopping?command=boList HTTP/1.1" 200 14164
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:15:24 +0900] "GET /Student/Shopping?command=boUpdate&no=295 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:16:36 +0900] "GET /Student/Shopping?command=boDelete HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:17:32 +0900] "GET /Student/Shopping?command=boUpdate&no=295 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:17:55 +0900] "GET /Student/Shopping?command=boUpdate&no=295 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:21:16 +0900] "GET /Student/Shopping?command=boList&pageNumber=5&pageSize=10&mode=all&keyword= HTTP/1.1" 200 13443
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:21:17 +0900] "GET /Student/Shopping?command=boList&pageNumber=2&pageSize=10&mode=all&keyword= HTTP/1.1" 200 13443
0:0:0:0:0:0:0:1 - - [07/Sep/2023:18:21:17 +0900] "GET /Student/Shopping?command=boList&pageNumber=1&pageSize=10&mode=all&keyword= HTTP/1.1" 200 14164
